Artist;Achieve;Affect;Anger;Anx;Article;Assent;Body;Cause;Certain;Cogmech;Comm;Death;Discrep;Down;Eating;Excl;Family;Feel;Fillers;Friends;Future;Groom;Hear;Home;Humans;I;Incl;Inhib;Insight;Job;Leisure;Metaph;Money;Motion;Music;Negate;Negemo;Nonfl;Number;Occup;Optim;Other;Othref;Past;Physcal;Posemo;Posfeel;Preps;Present;Pronoun;Relig;Sad;School;See;Self;Senses;Sexual;Sleep;Social;Space;Sports;Swear;TV;Tentat;Time;Up;We;You
Jayh;0.0005839984426708197;0.031535915904224256;0.0029199922133540976;0.0009084420219323859;0.026604373499448445;0.006164428005969762;0.005839984426708195;0.004087989098695737;0.013431964181428849;0.056777626370774124;0.009992862241256246;0.00012977743170462656;0.028031925248199342;0.00038933229511387967;0.0019466614755693985;0.0380896762053079;0.0014924404646032056;0.003114658360911038;0.0;0.004801764973071183;0.01284796573875803;0.0007137758743754461;0.01064174939977938;0.0011031081694893258;0.007072870027902149;0.083057556290961;0.048471870741678025;0.0005839984426708197;0.019661280903250925;0.0006488871585231327;0.003244435792615664;0.0007786645902277593;0.0020115501914217122;0.018168840438647717;0.0008435533060800728;0.010966192979040943;0.015054182077736681;0.00032444357926156634;0.002465771202387905;0.0016871066121601453;0.0007786645902277593;0.010187528388813186;0.0683927065083382;0.011160859126597884;0.011290636558302513;0.016092401531373694;0.008046200765686847;0.0581402894036727;0.15300759197975472;0.16157290247226008;0.0006488871585231327;0.0045422101096619285;0.00045422101096619295;0.005710206995003569;0.08584777107261048;0.01972616961910324;0.0028551034975017845;0.0009733307377846992;0.1016157290247226;0.012977743170462656;0.00038933229511387967;0.0016871066121601453;0.00025955486340925306;0.006683537732788268;0.03328791123223671;0.009343975082733113;0.002660437349944845;0.0527545259879307
Volumia!;0.0023728813559322037;0.04926553672316384;0.0021468926553672315;0.0014689265536723165;0.04745762711864407;0.0010169491525423731;0.01401129943502825;0.006214689265536724;0.015819209039548022;0.06169491525423729;0.00983050847457627;0.0005649717514124294;0.02655367231638418;0.0014689265536723165;0.0021468926553672315;0.02824858757062147;0.001694915254237288;0.007118644067796609;0.0;0.0021468926553672315;0.014237288135593218;0.00022598870056497172;0.011073446327683615;0.0014689265536723165;0.0009039548022598869;0.11073446327683616;0.06146892655367232;0.00011299435028248589;0.02531073446327684;0.0013559322033898304;0.0039548022598870055;0.0010169491525423731;0.0010169491525423731;0.032994350282485874;0.0011299435028248588;0.01401129943502825;0.01807909604519774;0.00011299435028248589;0.0020338983050847462;0.0039548022598870055;0.004632768361581921;0.008587570621468926;0.0592090395480226;0.02508474576271186;0.02666666666666667;0.03073446327683616;0.01774011299435028;0.0952542372881356;0.17581920903954806;0.18621468926553672;0.00045197740112994344;0.00847457627118644;0.00022598870056497172;0.01096045197740113;0.11502824858757063;0.02971751412429378;0.006214689265536724;0.005084745762711864;0.09016949152542372;0.03401129943502825;0.0007909604519774012;0.0005649717514124294;0.0;0.007909604519774011;0.06836158192090395;0.00632768361581921;0.0040677966101694924;0.04384180790960452
JanSmit&Broederliefde;0.0;0.02333333333333333;0.0033333333333333327;0.0016666666666666668;0.021666666666666667;0.01;0.0033333333333333327;0.005;0.016666666666666666;0.04166666666666666;0.0016666666666666668;0.0016666666666666668;0.02666666666666667;0.0;0.0;0.03333333333333333;0.0033333333333333327;0.005;0.0;0.0033333333333333327;0.01;0.0;0.0016666666666666668;0.0;0.005;0.07166666666666667;0.075;0.0;0.011666666666666669;0.0;0.0033333333333333327;0.0033333333333333327;0.005;0.12166666666666667;0.0016666666666666668;0.006666666666666667;0.01;0.0;0.0;0.0016666666666666668;0.0;0.0;0.05833333333333333;0.005;0.006666666666666667;0.013333333333333334;0.005;0.055;0.23166666666666666;0.145;0.0016666666666666668;0.005;0.0016666666666666668;0.008333333333333333;0.07666666666666666;0.015;0.0016666666666666668;0.0016666666666666668;0.07666666666666666;0.02;0.0016666666666666668;0.0016666666666666668;0.0;0.0016666666666666668;0.025;0.011666666666666669;0.0033333333333333327;0.05333333333333334
PauldeLeeuw;0.0012317109584950733;0.04083308450283667;0.0028366676619886533;0.0021648253209913407;0.04885786802030457;0.003359211704986563;0.009331143624962677;0.005262765004478949;0.016161540758435355;0.0609510301582562;0.012055837563451776;0.0007838160644968648;0.02948641385488205;0.0006345177664974619;0.002202149895491191;0.04258733950432965;0.003023290534487907;0.004814870110480741;7.464914899970142e-05;0.0014183338309943267;0.013100925649447596;0.00037324574499850697;0.01164526724395342;0.0025753956404896985;0.004031054045983876;0.0721484025082114;0.06722155867423113;0.0009331143624962676;0.02041654225141833;0.0008584652134965661;0.009741713944461031;0.0025753956404896985;0.0017169304269931322;0.026089877575395642;0.005785309047476859;0.013436846819946252;0.020117945655419533;0.00014929829799940284;0.0051881158554792466;0.003135264257987459;0.002762018512988952;0.010488205434458045;0.06255598686174978;0.027918781725888325;0.017243953418931025;0.020453866825918186;0.008472678411466109;0.07808300985368767;0.15373992236488504;0.1489250522544043;0.0017915795759928337;0.00906987160346372;0.0010450880859958196;0.008547327560465811;0.07599283368169603;0.02594057927739624;0.003695132875485219;0.003247237981487011;0.09110928635413557;0.023178560764407285;0.001007763511495969;0.00014929829799940284;0.00014929829799940284;0.014519259480441925;0.06113765303075545;0.008957897879964169;0.003396536279486414;0.04322185727082711
Yes-R;0.0022800912036481462;0.03720148805952238;0.006880275211008441;0.0019600784031361253;0.04640185607424297;0.004080163206528261;0.006720268810752429;0.007920316812672508;0.012440497619904796;0.06420256810272411;0.013840553622144886;0.0008400336013440537;0.026881075243009717;0.0008800352014080563;0.0011200448017920717;0.04308172326893076;0.006200248009920397;0.0048801952078083135;0.00048001920076803066;0.0014800592023680947;0.006960278411136446;0.00012000480019200769;0.011920476819072764;0.0010800432017280689;0.005920236809472379;0.07232289291571663;0.06640265610624425;0.0012000480019200767;0.02320092803712149;0.002640105604224169;0.005560222408896356;0.0016400656026241051;0.003080123204928197;0.022280891235649428;0.0017600704028161126;0.010400416016640664;0.021480859234369376;4.0001600064002555e-05;0.002800112004480179;0.005680227209088363;0.002920116804672187;0.010040401616064643;0.06916276651066043;0.02084083363334533;0.011200448017920715;0.015200608024320971;0.003480139205568223;0.06912276491059642;0.16072642905716228;0.15584623384935398;0.0008000320012800513;0.006080243209728389;0.0007600304012160486;0.007760310412416497;0.0766030641225649;0.024800992039681592;0.0022400896035841434;0.002000080003200128;0.1016840673626945;0.01732069282771311;0.0012000480019200767;0.003480139205568223;0.00024000960038401538;0.011320452818112723;0.044641785671426855;0.0093603744149766;0.0038401536061442453;0.0516020640825633
Clouseau;0.0029168459809687753;0.046717352842729404;0.0024864916559078085;0.002247405919762827;0.04222254100320375;0.003729737483861713;0.012480275426768038;0.002964663128197772;0.014345144168698898;0.06254482857552718;0.008846172237364319;0.001195428680724908;0.0324678429684885;0.00014345144168698896;0.0020083201836178454;0.03662793477741118;0.0017692344474728636;0.0070769377898914545;0.0;0.00023908573614498158;0.01597092717448477;0.0003347200306029742;0.008224549323387367;0.002103954478075838;0.003203748864342753;0.08387127623965954;0.055754793669009706;0.0008607086501219338;0.01869650456653756;0.0010997943862669152;0.010567589537608186;0.004925166164586621;0.003299383158800746;0.029790082723664707;0.0056902405202505614;0.012049921101707071;0.02347821928943719;0.00019126858891598529;0.003442834600487735;0.004686080428441639;0.0036819203366327173;0.015540572849423803;0.064983503084206;0.018457418830392574;0.02156553340027734;0.022760962081002246;0.008798355090135322;0.07301678381867738;0.1611437861617176;0.16056998039496964;0.003729737483861713;0.011141395304356145;0.0006694400612059485;0.010089418065318222;0.08755319657629226;0.025916893798116004;0.00454262898675465;0.0037775546310907094;0.0933390713910008;0.021756801989193324;0.001673600153014871;0.00014345144168698896;0.00023908573614498158;0.014584229904843878;0.055754793669009706;0.009228709415196287;0.003299383158800746;0.04260507818103572
DavinaMichelle;0.0;0.03448275862068965;0.007389162561576354;0.0;0.08620689655172414;0.0;0.009852216748768471;0.019704433497536943;0.0024630541871921183;0.07389162561576355;0.017241379310344827;0.0;0.036945812807881784;0.0;0.0;0.02216748768472906;0.0;0.007389162561576354;0.0;0.0024630541871921183;0.017241379310344827;0.0;0.014778325123152709;0.0024630541871921183;0.0024630541871921183;0.054187192118226604;0.07635467980295567;0.0;0.012315270935960592;0.0;0.0049261083743842365;0.0;0.0024630541871921183;0.019704433497536943;0.0024630541871921183;0.0049261083743842365;0.027093596059113302;0.0;0.0024630541871921183;0.0;0.0;0.0;0.04433497536945813;0.029556650246305417;0.017241379310344827;0.007389162561576354;0.007389162561576354;0.09359605911330048;0.12315270935960593;0.11083743842364532;0.0;0.007389162561576354;0.0;0.007389162561576354;0.061576354679802964;0.029556650246305417;0.007389162561576354;0.0024630541871921183;0.07389162561576355;0.027093596059113302;0.0;0.0024630541871921183;0.0;0.0049261083743842365;0.06896551724137931;0.009852216748768471;0.0049261083743842365;0.036945812807881784
ReneFroger;0.0033945686900958465;0.05431309904153354;0.0023961661341853034;0.00019968051118210864;0.04373003194888179;0.0019968051118210857;0.015175718849840257;0.002995207667731629;0.026357827476038338;0.055311501597444086;0.010583067092651758;0.0;0.0277555910543131;0.0039936102236421715;0.0023961661341853034;0.040135782747603835;0.002595846645367412;0.009185303514376995;0.0;0.005990415335463258;0.014177316293929713;0.0;0.007987220447284345;0.004592651757188497;0.00439297124600639;0.07108626198083066;0.06369808306709265;0.0;0.013178913738019169;0.002595846645367412;0.009384984025559106;0.0009984025559105429;0.0017971246006389773;0.02256389776357828;0.0017971246006389773;0.02156549520766773;0.02256389776357828;0.0005990415335463259;0.004992012779552715;0.005990415335463258;0.004792332268370607;0.0019968051118210857;0.06230031948881789;0.03134984025559105;0.028753993610223638;0.03154952076677316;0.021166134185303515;0.07967252396166134;0.16134185303514376;0.150758785942492;0.0009984025559105429;0.01597444089456869;0.0;0.012779552715654952;0.07488019169329073;0.03134984025559105;0.007787539936102236;0.0039936102236421715;0.1064297124600639;0.025159744408945688;0.001597444089456869;0.00019968051118210864;0.0005990415335463259;0.0301517571884984;0.0740814696485623;0.004592651757188497;0.0033945686900958465;0.05171725239616613
Isookschitterend!;0.00333889816360601;0.03756260434056762;0.001669449081803005;0.0025041736227045075;0.07429048414023373;0.0;0.007512520868113524;0.0008347245409015025;0.02337228714524207;0.0959933222036728;0.018363939899833055;0.0;0.031719532554257086;0.0;0.00333889816360601;0.045075125208681135;0.001669449081803005;0.005008347245409015;0.0;0.0;0.008347245409015025;0.0;0.017529215358931552;0.0041736227045075115;0.00667779632721202;0.0676126878130217;0.05008347245409015;0.0008347245409015025;0.03672787979966611;0.0008347245409015025;0.008347245409015025;0.0008347245409015025;0.0;0.027545909849749584;0.0;0.01335559265442404;0.015025041736227047;0.0;0.00333889816360601;0.005008347245409015;0.001669449081803005;0.005843071786310518;0.07679465776293823;0.028380634390651086;0.015025041736227047;0.02086811352253756;0.007512520868113524;0.07762938230383973;0.19616026711185308;0.1636060100166945;0.0008347245409015025;0.009181969949916527;0.0008347245409015025;0.018363939899833055;0.06844741235392321;0.041736227045075125;0.0025041736227045075;0.00333889816360601;0.11769616026711185;0.01669449081803005;0.0;0.0;0.0;0.034223706176961605;0.0667779632721202;0.011686143572621035;0.0008347245409015025;0.051752921535893164
AliB;0.0016421947449768162;0.030267903142709943;0.005151983513652756;0.001287995878413189;0.038478876867594033;0.002575991756826378;0.0071483771251932;0.00589258114374034;0.00788897475528078;0.05435342606903658;0.013813755795981451;0.0005151983513652757;0.02373132405976301;0.0006117980422462647;0.002736991241628027;0.03889747552807831;0.003670788253477589;0.004346986089644513;6.439979392065946e-05;0.0007405976300875837;0.0077601751674394644;0.0008049974240082431;0.011624162802679031;0.0015133951571354972;0.0055061823802163845;0.06874678001030397;0.05879701184956208;0.0008693972179289026;0.019255538382277174;0.0025437918598660483;0.006439979392065945;0.0012235960844925295;0.004379185986604843;0.028529108706852137;0.0018031942297784649;0.009498969603297271;0.016550747037609483;3.219989696032973e-05;0.0026403915507470376;0.004990984028851108;0.0023183925811437398;0.011946161772282329;0.05956980937661;0.019674137042761462;0.011656362699639359;0.013491756826378156;0.0029945904173106644;0.07541215868109223;0.16418727460072127;0.13958655332302936;0.000708397733127254;0.004507985574446162;0.0009337970118495619;0.00933797011849562;0.07183797011849563;0.025631117980422464;0.001062596599690881;0.0018353941267387945;0.08854971664090673;0.01770994332818135;0.0012235960844925295;0.0011269963936115404;0.000354198866563627;0.013169757856774858;0.03535548686244204;0.010786965481710459;0.002865790829469345;0.040346470891293146
